name,longitude,latitude,city,country,description,imageUrl,hotelWebsite,letJackHelp
"Ulusaba Private Game Reserve, Sabi Sands, South Africa",31.557203,-24.6904495,Sabi Sands,South Africa,Another top-tier African safari resort with incredible wildlife experiences and luxury accommodations.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/31095243-31e3-408e-b4e5-69e61e8de32a/Exterior-UlusabaPrivateGameReserve-SouthAfrica-CRHotel.jpeg?format=750w,ulusaba.virgin.com,https://www.jsltravelagent.com/clientintake
"Four Seasons Safari Lodge Serengeti, Tanzania",34.7691696,-1.9600259,Serengeti,Tanzania,A peaceful Four Seasons resort set in the heart of the Serengeti. Expect incredible wildlife and serene luxury.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/6c49f130-74b5-4092-b360-867addb9df0d/the-infinity-pool-overlooking.jpg?format=750w,fourseasons.com/serengeti,https://www.jsltravelagent.com/clientintake
"&Beyond Ngorongoro Crater Lodge, Tanzania",35.49808966,-3.2394545,Ngorongoro,Tanzania,A luxurious safari lodge in Tanzania that offers an unforgettable African adventure.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/9f8b5f6a-6c93-495d-99c4-ba000b3355a2/handcrafted-banana-tached-dining-area-at-andbeyond-ngorongoro-crater-lodge-on-a-luxury-tanznia-safari.jpg?format=1000w,andbeyond.com/our-lodges/ngorongoro-crater-lodge,https://www.jsltravelagent.com/clientintake
"One&Only GorillaÕs Nest, Rwanda",29.4928212,-1.4659685,Volcanoes National Park,Rwanda,"A once-in-a-lifetime resort in Rwanda, known for its outlandish luxury and proximity to gorilla trekking.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/cdd10a96-a44a-4c19-ac08-92c52b9f5ed3/oogn-hero-1-pathway-2020.jpeg?format=750w,oneandonlyresorts.com/gorillas-nest,https://www.jsltravelagent.com/clientintake
"AYA Niseko, Japan",140.7028337,42.857653,Niseko,Japan,An incredible ski resort in Japan that offers top-notch winter experiences.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/001db7d3-f68a-4ed9-a6a4-6785211187b5/Exterior_7.jpg?format=750w,ayaniseko.com,https://www.jsltravelagent.com/clientintake
"Hotel Xcaret, Mexico",-87.11009181,20.58933885,Playa del Carmen,Mexico,"The best all-inclusive resort in Mexico, offering endless activities and luxury accommodations.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/d5ff2163-0609-4464-bd53-3da4e7196d7e/img_4434.jpeg?format=750w,hotelxcaret.com,https://www.jsltravelagent.com/clientintake
"Four Seasons Palm Beach, Florida",-80.03773891,26.6187102,Palm Beach,USA,"An incredible Four Seasons resort close to Mar-a-Lago, offering unmatched hospitality.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/432c9ea0-06d5-4106-a62f-5f7d21256552/pbf-aerial-view-two-oceanfront.jpg?format=750w,fourseasons.com/palmbeach,https://www.jsltravelagent.com/clientintake
Tivoli Carvoeiro Algarve Resort,Ê-8.460058,37.094041,Carvoeiro,Portugal,Set on the cliffs of the Algarve with stunning beach views and enormous bathtubs. True coastal luxury.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/10d9dec5-da7f-4e81-8dd2-f42ef23a688b/tivoli_carvoeiro_exterior_1060_x-2-%281%29.jpeg?format=750w,tivolihotels.com/en/tivoli-carvoeiro,https://www.jsltravelagent.com/clientintake
Six Senses Grenada,-61.674489,12.021429,St. George's,Grenada,A remote eco-luxury resort with a focus on sustainability. Incredibly opulent rooms and plenty to do.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/8da96f6f-3cd2-4e5f-8c44-da50bbdea3f7/resort-sunset.jpg?format=1000w,sixsenses.com/en/resorts/grenada,https://www.jsltravelagent.com/clientintake
"The Colony Hotel, Palm Beach",-80.035312,26.700052,Palm Beach,USA,"A cute boutique hotel in Palm Beach with a signature pink exterior. A charming, intimate stay.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c7fd9596-4d76-41a2-8805-a7d89fd36ee0/the-colony-hotel.jpg?format=750w,thecolonypalmbeach.com,https://www.jsltravelagent.com/clientintake
,,,,,,,,
